id,publish_date,media_name,country,url,title,normalized_country_name,text,clean_text,aa_similarity_score,aa_most_similar,intra_source_max_similarity,intra_source_most_similar_id,intra_source_most_similar_index,duplicate_group_id,is_representative,cluster_size,predicted_category,prob_culture,prob_economics,prob_health,prob_politics,prob_sports,max_prob,needs_manual_review,word_count,topic_id,topic_strength,frame,month
2e22018bc3,2025-04-16,aydinlik.com.tr,somali,https://www.aydinlik.com.tr/haber/somali-ve-somaliland-arasindaki-eyalet-krizi-buyuyor-521614,Somali ve Somaliland arasındaki eyalet krizi büyüyor,somali,"Somali'den tek taraflı bağımsızlığını ilan eden Somaliland arasındaki egemenlik krizi gün geçtikçe büyüyor. Son olarak Somaliland hükümeti, Somali'nin SSC-Khatumo eyaletini Somali'ye bağlı yeni bir eyalet ilan etmesini ve Somali Başbakanı Hamza Abdi Barre'nin eyaletin merkez şehri Las Anod'u ziyaret etmesini ""egemenlik ihlali"" ve ""provokatif bir adım"" olarak nitelendirdi.  Somaliland Cumhurbaşkanı Abdirahman Mohamed Abdillahi başkanlığında Bakanlar Kurulu toplandı. Daha sonra yapılan açıklamada, Somali hükümetinin attığı adımların Somaliland'ın toprak bütünlüğüne yönelik açık bir tehdit oluşturduğu ifade edildi.  BAŞBAKAN'IN ZİYARET ETMESİ KRİZİ BÜYÜTTÜ  Açıklamada, Somali hükümetinin barışçıl diyalog yolunu terk ettiği vurgulandı, atılan adımların bölgede istikrarsızlığa yol açabileceği ve aşırılık yanlısı gruplara zemin hazırlayabileceği belirtildi.  SSC-Khatumo eyaletinin Somali'ye bağlı yeni bir eyalet ilan edilmesi ve Somali Başbakanı Hamza Abdi Barre'nin eyaletin merkez şehri Las Anod'u ziyaret etmesinin ""egemenlik ihlali"" ve ""provokatif bir adım"" olarak nitelendirildiği açıklamada, Somaliland'ın Somali ile yürütülen tüm diyalog süreçlerinin 16 Nisan itibarıyla sona erdirildiği bildirildi.  EYALET SOMALİLAND'DAN AYRILDI SOMALİ'YE BAĞLANDI  Somali Başbakanı Hamza Abdi Barre, 14 Nisan'da SSC-Khatumo eyaletinin merkez şehri Las Anod kentine yaptığı ziyarette, Somaliland'den ayrılan bölgelerde kurulan SSC-Khatumo'nun Somali'ye bağlı yeni bir eyalet olduğunu açıklamıştı.  Barre, Somali'nin birliği ve dayanışması açısından bunun umut verici bir gelişme olduğunu belirterek, kuzey bölgelerinde Somali bayrağının dalgalanmasından duyduğu memnuniyeti dile getirmişti.  SSC-Khatumo'nun Somali'deki diğer bölgesel yönetimlerle eşit haklara sahip olacağını ifade eden Barre, eyalet yönetiminin kalıcı ve kurumsal hale getirilmesi çağrısında bulunmuştu.  1991 yılında tek taraflı olarak bağımsızlığını ilan eden Somaliland, uluslararası toplum tarafından tanınmıyor.  Geçen yıl SSC-Khatumo eyaletinin kurulduğu açıklanmış, ardından yaklaşık 8 ay boyunca çatışmalar yaşanmıştı.  Çatışmaların ardından Somaliland güçleri, Las Anod şehrinden çekilmişti.",somali den tek taraflı bağımsızlığını ilan eden somaliland arasındaki egemenlik krizi gün geçtikçe büyüyor son olarak somaliland hükümeti somali nin ssc khatumo eyaletini somali ye bağlı yeni bir eyalet ilan etmesini ve somali başbakanı hamza abdi barre nin eyaletin merkez şehri las anod u ziyaret etmesini egemenlik ihlali ve provokatif bir adım olarak nitelendirdi somaliland cumhurbaşkanı abdirahman mohamed abdillahi başkanlığında bakanlar kurulu toplandı daha sonra yapılan açıklamada somali hükümetinin attığı adımların somaliland ın toprak bütünlüğüne yönelik açık bir tehdit oluşturduğu ifade edildi başbakan ın ziyaret etmesi krizi büyüttü açıklamada somali hükümetinin barışçıl diyalog yolunu terk ettiği vurgulandı atılan adımların bölgede istikrarsızlığa yol açabileceği ve aşırılık yanlısı gruplara zemin hazırlayabileceği belirtildi ssc khatumo eyaletinin somali ye bağlı yeni bir eyalet ilan edilmesi ve somali başbakanı hamza abdi barre nin eyaletin merkez şehri las anod u ziyaret etmesinin egemenlik ihlali ve provokatif bir adım olarak nitelendirildiği açıklamada somaliland ın somali ile yürütülen tüm diyalog süreçlerinin nisan itibarıyla sona erdirildiği bildirildi eyalet somaliland dan ayrıldı somali ye bağlandı somali başbakanı hamza abdi barre nisan da ssc khatumo eyaletinin merkez şehri las anod kentine yaptığı ziyarette somaliland den ayrılan bölgelerde kurulan ssc khatumo nun somali ye bağlı yeni bir eyalet olduğunu açıklamıştı barre somali nin birliği ve dayanışması açısından bunun umut verici bir gelişme olduğunu belirterek kuzey bölgelerinde somali bayrağının dalgalanmasından duyduğu memnuniyeti dile getirmişti ssc khatumo nun somali deki diğer bölgesel yönetimlerle eşit haklara sahip olacağını ifade eden barre eyalet yönetiminin kalıcı ve kurumsal hale getirilmesi çağrısında bulunmuştu yılında tek taraflı olarak bağımsızlığını ilan eden somaliland uluslararası toplum tarafından tanınmıyor geçen yıl ssc khatumo eyaletinin kurulduğu açıklanmış ardından yaklaşık ay boyunca çatışmalar yaşanmıştı çatışmaların ardından somaliland güçleri las anod şehrinden çekilmişti,0.2780965849873778,553.0,0.2968190904236266,,12763.0,-1,-1,1,politics,0.00075041526,0.00095163606,0.00068875303,0.99714535,0.0004638315,0.99714535,False,278,4,0.6017924010863661,4,2025-04-01
d8d2f62620,2025-04-12,dirilispostasi.com,somali,https://www.dirilispostasi.com/bakan-fidan-somali-cumhurbaskani-hasan-seyh-mahmud-ile-gorustu,"Bakan Fidan, Somali Cumhurbaşkanı Hasan Şeyh Mahmud ile görüştü",somali,"Dışişleri Bakanı Hakan Fidan , 4. Antalya Diplomasi Forumu (ADF) marjında Somali Cumhurbaşkanı Hasan Şeyh Mahmud ile bir araya geldi. Bakanlık, X sosyal medya hesabından görüşmeye ilişkin paylaşım yaptı. Paylaşımda, Fidan'ın, ADF marjında Mahmud ile bir araya geldiği belirtildi. Anadolu Ajansının (AA) ""Global İletişim Ortağı"" olarak yer aldığı, Belek Turizm Bölgesi'ndeki NEST Kongre Merkezi'nde gerçekleştirilen 4. Antalya Diplomasi Forumu çeşitli panel ve oturumlarla 13 Nisan'a kadar devam edecek.",dışişleri bakanı hakan fidan antalya diplomasi forumu adf marjında somali cumhurbaşkanı hasan şeyh mahmud ile bir araya geldi bakanlık x sosyal medya hesabından görüşmeye ilişkin paylaşım yaptı paylaşımda fidan ın adf marjında mahmud ile bir araya geldiği belirtildi anadolu ajansının aa global iletişim ortağı olarak yer aldığı belek turizm bölgesi ndeki nest kongre merkezi nde gerçekleştirilen antalya diplomasi forumu çeşitli panel ve oturumlarla nisan a kadar devam edecek,0.3464345716971829,23763.0,0.3355456598346157,,14588.0,1793,1,2,politics,0.0009913391,0.0016358226,0.0006414707,0.9961241,0.00060726993,0.9961241,False,68,1,0.47832013479984375,1,2025-04-01
98b5daaabd,2025-04-12,dunya.com,somali,https://www.dunya.com/dunya/cumhurbaskani-erdogan-somali-cumhurbaskani-mahmud-ile-gorustu-haberi-771904,"Cumhurbaşkanı Erdoğan, Somali Cumhurbaşkanı Mahmud ile görüştü",somali,"Cumhurbaşkanı Recep Tayyip Erdoğan, Antalya Diplomasi Forumu kapsamında Türkiye’de bulunan Somali Cumhurbaşkanı Hasan Şeyh Mahmud ile bir görüşme gerçekleştirdi. Görüşmede Türkiye ile Somali ikili ilişkileri, bölgesel ve küresel konular ele alındı. Cumhurbaşkanı Erdoğan, Türkiye ile Somali ilişkilerinin geliştirilmesi için çalıştıklarını, iki ülke arasındaki iş birliğini artırmak için adım atmaya devam edeceklerini belirtti. Cumhurbaşkanı, Somali’nin birlik, beraberlik ve dayanışma içerisinde ulusal uzlaşısını sağlamasını önemsediğini, Türkiye’nin desteğini sürdüreceğini belirtti.",cumhurbaşkanı recep tayyip erdoğan antalya diplomasi forumu kapsamında türkiye de bulunan somali cumhurbaşkanı hasan şeyh mahmud ile bir görüşme gerçekleştirdi görüşmede türkiye ile somali ikili ilişkileri bölgesel ve küresel konular ele alındı cumhurbaşkanı erdoğan türkiye ile somali ilişkilerinin geliştirilmesi için çalıştıklarını iki ülke arasındaki iş birliğini artırmak için adım atmaya devam edeceklerini belirtti cumhurbaşkanı somali nin birlik beraberlik ve dayanışma içerisinde ulusal uzlaşısını sağlamasını önemsediğini türkiye nin desteğini sürdüreceğini belirtti,0.4113272804405828,24237.0,0.3925488852718138,,14252.0,-1,-1,1,politics,0.0009792842,0.0013462539,0.0005487621,0.9964233,0.00070229964,0.9964233,False,70,1,0.9288936918327045,1,2025-04-01
7f8d9d0f80,2025-04-12,haberport.com,somali,https://www.haberport.com/gundem/somali-bakan-omar-dan-antalya-diplomasi-forumu-na-tam-not-232018h,Somali Bakan Omar'dan Antalya Diplomasi Forumu'na Tam Not,somali,"Omar'dan Antalya Diplomasi Forumu'na Övgü Somali Dışişleri ve Uluslararası İşbirliği Devlet Bakanı Ali Mohamed Omar, Antalya'da düzenlenen Diplomasi Forumu'nun, diplomasiyi geliştiren ve deneyimlerin paylaşıldığı önemli bir platform olduğunu belirtti. Türkiye'ye Teşekkür Omar, Türkiye'nin Somali’ye yaptığı insani yardım, güvenlik, kalkınma, yatırım ve ekonomik işbirliği konularındaki katkılarından dolayı son derece minnettar olduklarını ifade etti. Bu yardımların, Somali’nin uluslararası ilişkilerinde büyük bir etki yarattığını vurguladı. Antalya Diplomasi Forumu, dünya genelinden diplomatların ve uzmanların katılımıyla, küresel meseleler üzerinde fikir alışverişinin yapıldığı bir zemin sunuyor. Omar, bu tür forumların, ülkeler arası işbirliğini güçlendirdiğine de dikkat çekti. Anadolu Ajansının (AA) ""Global İletişim Ortağı"" olarak yer aldığı, Belek Turizm Bölgesi'ndeki NEST Kongre Merkezi'nde gerçekleştirilen Antalya Diplomasi Forumu'na katılan Somali Dışişleri ve Uluslararası İşbirliği Devlet Bakanı Ali Mohamed Omar, AA muhabirinin sorularını yanıtladı. Anadolu Ajansının (AA) ""Global İletişim Ortağı"" olarak yer aldığı, Belek Turizm Bölgesi'ndeki NEST Kongre Merkezi'nde gerçekleştirilen Antalya Diplomasi Forumu'na katılan Somali Dışişleri ve Uluslararası İşbirliği Devlet Bakanı Ali Mohamed Omar, AA muhabirinin sorularını yanıtladı.",omar dan antalya diplomasi forumu na övgü somali dışişleri ve uluslararası işbirliği devlet bakanı ali mohamed omar antalya da düzenlenen diplomasi forumu nun diplomasiyi geliştiren ve deneyimlerin paylaşıldığı önemli bir platform olduğunu belirtti türkiye ye teşekkür omar türkiye nin somali ye yaptığı insani yardım güvenlik kalkınma yatırım ve ekonomik işbirliği konularındaki katkılarından dolayı son derece minnettar olduklarını ifade etti bu yardımların somali nin uluslararası ilişkilerinde büyük bir etki yarattığını vurguladı antalya diplomasi forumu dünya genelinden diplomatların ve uzmanların katılımıyla küresel meseleler üzerinde fikir alışverişinin yapıldığı bir zemin sunuyor omar bu tür forumların ülkeler arası işbirliğini güçlendirdiğine de dikkat çekti anadolu ajansının aa global iletişim ortağı olarak yer aldığı belek turizm bölgesi ndeki nest kongre merkezi nde gerçekleştirilen antalya diplomasi forumu na katılan somali dışişleri ve uluslararası işbirliği devlet bakanı ali mohamed omar aa muhabirinin sorularını yanıtladı anadolu ajansının aa global iletişim ortağı olarak yer aldığı belek turizm bölgesi ndeki nest kongre merkezi nde gerçekleştirilen antalya diplomasi forumu na katılan somali dışişleri ve uluslararası işbirliği devlet bakanı ali mohamed omar aa muhabirinin sorularını yanıtladı,0.5136720989617055,23894.0,0.2029681491670894,,14670.0,-1,-1,1,politics,0.0017694292,0.0042030495,0.00063194305,0.99284345,0.00055205275,0.99284345,False,173,4,0.5904157593484587,4,2025-04-01
0fb8138e0a,2025-04-09,trthaber.com,somali,https://www.trthaber.com/haber/dunya/somali-ordusu-es-sebabin-ele-gecirdigi-bolgeleri-yeniden-kontrol-altina-aliyor-903462.html,"Somali ordusu, Eş-Şebab'ın ele geçirdiği bölgeleri yeniden kontrol altına alıyor",somali,"Ulusal televizyona röportaj veren Aladala, özellikle Geelgub kasabası olmak üzere Orta Şebelle bölgesinde son dönemde yoğun saldırılara uğrayan yerlerin yeniden kontrol altına alındığını belirtti. Aladala, teröristlerin bölgeyi ele geçirmesinin ardından Somali hükümeti ve yerel halkın desteğiyle yeniden temizlendiğini, militanların büyük kayıplar verdiğini ifade etti. Somali hükümeti tarafından yapılan açıklamada da ordu birliklerinin bölgeye çeşitli yönlerden saldırılar düzenlediği ve Eş-Şebab militanlarını tamamen bölgeden uzaklaştırdığı bildirildi. Ulusal basındaki haberlerde de Somali'nin Orta Güney bölgelerinden Hiran bölgesinde 2 gün süren çatışmaların yoğunlaştığı kaydedildi. Hiran'da, Somali'nin Danab Özel Kuvvetleri'nin ABD tarafından eğitilmiş komutanlarından biri olan Asad Osman Afrah'ın, çatışma sırasında hayatını kaybettiği ifade edildi. Son dönemde özellikle Orta Şebelle, Aşağı Şebelle ve Hiran bölgelerinde yoğun çatışmalar ve operasyonların devam ettiği belirtiliyor. 2022'de Eş-Şebab'tan temizlenen bu bölgelerde, örgütün yeniden güç kazandığı ve çatışmaların yeniden şiddetlendiği görülüyor.",ulusal televizyona röportaj veren aladala özellikle geelgub kasabası olmak üzere orta şebelle bölgesinde son dönemde yoğun saldırılara uğrayan yerlerin yeniden kontrol altına alındığını belirtti aladala teröristlerin bölgeyi ele geçirmesinin ardından somali hükümeti ve yerel halkın desteğiyle yeniden temizlendiğini militanların büyük kayıplar verdiğini ifade etti somali hükümeti tarafından yapılan açıklamada da ordu birliklerinin bölgeye çeşitli yönlerden saldırılar düzenlediği ve eş şebab militanlarını tamamen bölgeden uzaklaştırdığı bildirildi ulusal basındaki haberlerde de somali nin orta güney bölgelerinden hiran bölgesinde gün süren çatışmaların yoğunlaştığı kaydedildi hiran da somali nin danab özel kuvvetleri nin abd tarafından eğitilmiş komutanlarından biri olan asad osman afrah ın çatışma sırasında hayatını kaybettiği ifade edildi son dönemde özellikle orta şebelle aşağı şebelle ve hiran bölgelerinde yoğun çatışmalar ve operasyonların devam ettiği belirtiliyor de eş şebab tan temizlenen bu bölgelerde örgütün yeniden güç kazandığı ve çatışmaların yeniden şiddetlendiği görülüyor,0.2135902761045417,24449.0,0.2186194247109477,,14672.0,-1,-1,1,politics,0.00070956355,0.0010419176,0.0012563767,0.9963799,0.0006122805,0.9963799,False,138,2,0.8721783840595216,2,2025-04-01
8c4cf6b978,2025-04-03,haberport.com,somali,https://www.haberport.com/gundem/somali-es-sebab-ve-deas-ile-mucadele-icin-ulusal-komite-kurdu-229215h,"Somali, Eş-Şebab ve DEAŞ ile Mücadele İçin Ulusal Komite Kurdu",somali,"Somali Başbakanı Hamza Abdi Barre, ülkesindeki Eş-Şebab ve DEAŞ terör örgütleriyle mücadeleyi güçlendirmek amacıyla 7 kişiden oluşan bir ulusal komite kurduklarını duyurdu. Başbakan Barre, Bakanlar Kurulu haftalık toplantısı sonrasında düzenlediği basın toplantısında, bu yeni komitenin ülkenin güvenlik operasyonlarını hızlandırmak ve desteklemek için oluşturulduğunu belirtti. Komitenin başkanlığına ise Başbakan Yardımcısı Abdisalan Abdi Ali atanmış durumda. Eş-Şebab terör örgütü, Somali'nin orta ve güney bölgelerinde aktif olarak terör faaliyetlerinde bulunurken, DEAŞ ise Puntland eyaletinde yoğun operasyonlar gerçekleştirmektedir. Somali Cumhurbaşkanı Hasan Şeyh Mahmud'un 2022 yılında Cumhurbaşkanlığına seçilmesinin ardından, ülke genelinde terör örgütlerine karşı kapsamlı operasyonlar başlatılmıştı. Kurulan bu yeni ulusal komiteyle, terörle mücadeleye daha etkin bir destek sağlanması hedefleniyor.",somali başbakanı hamza abdi barre ülkesindeki eş şebab ve deaş terör örgütleriyle mücadeleyi güçlendirmek amacıyla kişiden oluşan bir ulusal komite kurduklarını duyurdu başbakan barre bakanlar kurulu haftalık toplantısı sonrasında düzenlediği basın toplantısında bu yeni komitenin ülkenin güvenlik operasyonlarını hızlandırmak ve desteklemek için oluşturulduğunu belirtti komitenin başkanlığına ise başbakan yardımcısı abdisalan abdi ali atanmış durumda eş şebab terör örgütü somali nin orta ve güney bölgelerinde aktif olarak terör faaliyetlerinde bulunurken deaş ise puntland eyaletinde yoğun operasyonlar gerçekleştirmektedir somali cumhurbaşkanı hasan şeyh mahmud un yılında cumhurbaşkanlığına seçilmesinin ardından ülke genelinde terör örgütlerine karşı kapsamlı operasyonlar başlatılmıştı kurulan bu yeni ulusal komiteyle terörle mücadeleye daha etkin bir destek sağlanması hedefleniyor,0.2523483676004832,24339.0,0.2706445315530802,,14371.0,-1,-1,1,politics,0.00079173566,0.0007784941,0.00083709724,0.99709654,0.00049616507,0.99709654,False,107,2,0.7775822749577821,2,2025-04-01
4b56cfeddc,2025-04-01,milliyet.com.tr,somali,https://www.milliyet.com.tr/dunya/somali-ordusu-es-sebab-operasyonlarinda-70-orgut-uyesini-oldurdu-7341901,"Somali ordusu, Eş-Şebab operasyonlarında 70 örgüt üyesini öldürdü",somali,"Somali Savunma Bakanlığı Sözcüsü Şeyh Abukar Muhammed, yaptığı yazılı açıklamada, dün Eş-Şebab terör örgütünün, Aşağı Şabelle bölgesindeki Sabiid ve Caanoole kasabalarına saldırı düzenlediğini belirtti. Muhammed, teröristlere yönelik hava operasyonları düzenlendiğini ve 70 teröristin öldürüldüğünü, stratejik Sabiid ve Caanoole kasabalarının geri alındığını ifade etti. Somali hükümeti, özellikle son haftalarda terör örgütünün operasyonel kapasitesini zayıflatmaya yönelik adımlar atıyor. Somali ordusu, Şabelle bölgesinde başlattığı geniş çaplı operasyonlar kapsamında, Eş-Şebab terör örgütüne yönelik kara ve hava saldırılarını arttırdı.",somali savunma bakanlığı sözcüsü şeyh abukar muhammed yaptığı yazılı açıklamada dün eş şebab terör örgütünün aşağı şabelle bölgesindeki sabiid ve caanoole kasabalarına saldırı düzenlediğini belirtti muhammed teröristlere yönelik hava operasyonları düzenlendiğini ve teröristin öldürüldüğünü stratejik sabiid ve caanoole kasabalarının geri alındığını ifade etti somali hükümeti özellikle son haftalarda terör örgütünün operasyonel kapasitesini zayıflatmaya yönelik adımlar atıyor somali ordusu şabelle bölgesinde başlattığı geniş çaplı operasyonlar kapsamında eş şebab terör örgütüne yönelik kara ve hava saldırılarını arttırdı,0.2261275064293339,8282.0,0.168916682328767,,14598.0,-1,-1,1,politics,0.00078845327,0.0010465316,0.001255965,0.99626935,0.00063961965,0.99626935,False,75,2,0.964118424975522,2,2025-04-01
42e80b7d38,2025-04-01,haberport.com,somali,https://www.haberport.com/gundem/somali-ordusu-es-sebab-a-darbe-vurdu-70-terorist-olduruldu-228274h,Somali Ordusu Eş-Şebab'a Darbe Vurdu: 70 Terörist Öldürüldü,somali,"Somali Ordusu Eş-Şebab'a Darbe VurduSomali'nin Aşağı Şabelle bölgesinde, terör örgütü Eş-Şebab’a karşı düzenlenen hava operasyonunda toplam 70 örgüt üyesinin öldürüldüğü bildirildi. Bu başarılı operasyon, Somali Savunma Bakanlığı tarafından resmi olarak duyuruldu.Operasyonun DetaylarıSomali Savunma Bakanlığı Sözcüsü Şeyh Abukar Muhammed, yaptığı açıklamada, Eş-Şebab'ın Aşağı Şabelle bölgesindeki Sabiid ve Caanoole kasabalarına yönelik saldırı düzenlediğini belirtti. Bu gelişmenin ardından Somali ordusu hava destekli operasyonlar gerçekleştirerek, 70 teröristi etkisiz hale getirdi ve stratejik öneme sahip bu kasabaları geri aldı.Hükümetin Stratejileri İle Eş-Şebab'ın ZayıflatılmasıSomali hükümeti, özellikle son zamanlarda Eş-Şebab terör örgütünün operasyonel kapasitesini zayıflatmaya yönelik önemli adımlar atmakta kararlı. Aşağı Şabelle bölgesinde gerçekleştirilen geniş çaplı operasyonlar, kara ve hava saldırılarının arttırılması ile devam ediyor. Bu, bölgedeki güvenliğin sağlanmasında kritik bir rol oynamaktadır.",somali ordusu eş şebab a darbe vurdusomali nin aşağı şabelle bölgesinde terör örgütü eş şebab a karşı düzenlenen hava operasyonunda toplam örgüt üyesinin öldürüldüğü bildirildi bu başarılı operasyon somali savunma bakanlığı tarafından resmi olarak duyuruldu operasyonun detaylarısomali savunma bakanlığı sözcüsü şeyh abukar muhammed yaptığı açıklamada eş şebab ın aşağı şabelle bölgesindeki sabiid ve caanoole kasabalarına yönelik saldırı düzenlediğini belirtti bu gelişmenin ardından somali ordusu hava destekli operasyonlar gerçekleştirerek teröristi etkisiz hale getirdi ve stratejik öneme sahip bu kasabaları geri aldı hükümetin stratejileri ile eş şebab ın zayıflatılmasısomali hükümeti özellikle son zamanlarda eş şebab terör örgütünün operasyonel kapasitesini zayıflatmaya yönelik önemli adımlar atmakta kararlı aşağı şabelle bölgesinde gerçekleştirilen geniş çaplı operasyonlar kara ve hava saldırılarının arttırılması ile devam ediyor bu bölgedeki güvenliğin sağlanmasında kritik bir rol oynamaktadır,0.3030681952959847,24467.0,0.4112776130412507,,14454.0,-1,-1,1,politics,0.0008547814,0.0011470244,0.0010862761,0.9963284,0.0005835254,0.9963284,False,126,2,0.9825165832043823,2,2025-04-01
11c41bc281,2025-03-27,haberturk.com,somali,https://www.haberturk.com/cumhurbaskani-erdogan-somali-cumhurbaskani-ile-gorustu-3777644,Cumhurbaşkanı Erdoğan Somali Cumhurbaşkanı Hasan Şeyh Mahmud ile görüştü,somali,"Cumhurbaşkanı Recep Tayyip Erdoğan'ın Somali Cumhurbaşkanı Hasan Şeyh Mahmud ile görüşmesinde, ikili ilişkiler, bölgesel ve küresel konular ele alındı. Cumhurbaşkanlığı İletişim Başkanlığından, Erdoğan ile Mahmud'un Cumhurbaşkanlığı Külliyesi'ndeki görüşmesinin ardından açıklama yapıldı. Açıklamaya göre, Türkiye ile Somali ikili ilişkileri, bölgesel ve küresel konuların ele alındığı görüşmede Cumhurbaşkanı Erdoğan, Türkiye'nin Somali'nin huzur ve güvenliği ile toprak bütünlüğüne önem verdiğini, Etiyopya ile yürütülen kalıcı barış ve istikrarı tesis etme sürecine verilen desteğin kesintisiz süreceğini ifade etti. Cumhurbaşkanı Erdoğan, Somali ile terörle mücadele konusunda kararlı işbirliğinin artarak devam edeceğini, Türkiye'nin teröre karşı her zaman Somali halkının yanında olduğunu belirtti. Cumhurbaşkanı Erdoğan görüşmede, Türkiye ve Somali'nin ekonomi, ticaret, güvenlik ve savunma alanlarında işbirliğinin önemini de vurguladı.",cumhurbaşkanı recep tayyip erdoğan ın somali cumhurbaşkanı hasan şeyh mahmud ile görüşmesinde ikili ilişkiler bölgesel ve küresel konular ele alındı cumhurbaşkanlığı iletişim başkanlığından erdoğan ile mahmud un cumhurbaşkanlığı külliyesi ndeki görüşmesinin ardından açıklama yapıldı açıklamaya göre türkiye ile somali ikili ilişkileri bölgesel ve küresel konuların ele alındığı görüşmede cumhurbaşkanı erdoğan türkiye nin somali nin huzur ve güvenliği ile toprak bütünlüğüne önem verdiğini etiyopya ile yürütülen kalıcı barış ve istikrarı tesis etme sürecine verilen desteğin kesintisiz süreceğini ifade etti cumhurbaşkanı erdoğan somali ile terörle mücadele konusunda kararlı işbirliğinin artarak devam edeceğini türkiye nin teröre karşı her zaman somali halkının yanında olduğunu belirtti cumhurbaşkanı erdoğan görüşmede türkiye ve somali nin ekonomi ticaret güvenlik ve savunma alanlarında işbirliğinin önemini de vurguladı,0.8018061872298321,23922.0,1.0,,14353.0,-1,-1,1,politics,0.0008864068,0.0011940302,0.00060190615,0.9966839,0.0006337214,0.9966839,False,118,1,0.9615204160104314,1,2025-03-01
3557c5580d,2025-03-28,hurriyet.com.tr,somali,https://www.hurriyet.com.tr/gundem/bestepede-somali-gorusmesi-42744279,BeÅŸtepeâ€™de Somali gÃ¶rÃ¼ÅŸmesi,somali,"GĂ¶rĂĽĹźmenin en Ă¶nemli gĂĽndem maddeleri arasÄ±nda terĂ¶rle mĂĽcadelenin yer aldÄ±ÄźÄ± belirtildi. Somali uzun sĂĽredir EĹź-Ĺžebab terĂ¶r Ă¶rgĂĽtĂĽ ile mĂĽcadelesini sĂĽrdĂĽrĂĽyor. Somaliâ€™nin toprak bĂĽtĂĽnlĂĽÄźĂĽ ve birliÄźine Ă¶nem veren TĂĽrkiye de ĂĽlkenin terĂ¶rle mĂĽcadelesini destekliyor. Bu kapsamda desteÄźin devam edeceÄźi vurgulandÄ±. GĂ¶rĂĽĹźmede ayrÄ±ca, Somaliâ€™de terĂ¶rizm, dÄ±Ĺź tehditler, korsancÄ±lÄ±k ve yasadÄ±ĹźÄ± balÄ±kĂ§Ä±lÄ±kla mĂĽcadele ile kÄ±yÄ±larÄ±n korunmasÄ±nÄ± ve deniz kaynaklarÄ±nÄ±n geliĹźtirilmesi gibi konularda iĹźbirlikleri ele alÄ±ndÄ±.SOMALÄ°-ETÄ°YOPYA Somali ile Etiyopya arasÄ±ndaki ihtilafÄ±n Ă§Ă¶zĂĽmĂĽ iĂ§in devreye TĂĽrkiye girerek, arabuluculuk yapmÄ±ĹźtÄ±. TĂĽrkiyeâ€™nin giriĹźimleriyle iki ĂĽlke heyetleri Ankaraâ€™da birkaĂ§ kez bir araya gelirken, son olarak geĂ§tiÄźimiz yÄ±l aralÄ±k ayÄ±nda Somali ve Etiyopya liderleri CumhurbaĹźkanÄ± ErdoÄźanâ€™Ä±n ev sahipliÄźinde BeĹźtepeâ€™de buluĹźup gerginliÄźe son veren anlaĹźma imzalamÄ±ĹźtÄ±. DĂĽnkĂĽ gĂ¶rĂĽĹźmede bu anlaĹźma kapsamÄ±nda atÄ±lan ve atÄ±lacak adÄ±mlarÄ±nda deÄźerlendirildiÄźi belirtildi.                                                GĂ¶rĂĽĹźmede, Somaliâ€™nin askeri ihtiyaĂ§larÄ±, savunma kapasitesinin geliĹźtirilmesi ile savunma sanayi alanÄ±nda Ă¶nĂĽmĂĽzdeki gĂĽnlerde atÄ±lacak adÄ±mlarÄ±n da gĂĽndeme geldiÄźi belirtildi.",gă răľĺźmenin en ă nemli găľndem maddeleri arasä±nda teră rle măľcadelenin yer aldä±äźä± belirtildi somali uzun săľredir eĺź ĺžebab teră r ă rgăľtăľ ile măľcadelesini săľrdăľrăľyor somaliâ€™nin toprak băľtăľnlăľäźăľ ve birliäźine ă nem veren tăľrkiye de ăľlkenin teră rle măľcadelesini destekliyor bu kapsamda desteäźin devam edeceäźi vurgulandä± gă răľĺźmede ayrä±ca somaliâ€™de teră rizm dä±ĺź tehditler korsancä±lä±k ve yasadä±ĺźä± balä±kă ä±lä±kla măľcadele ile kä±yä±larä±n korunmasä±nä± ve deniz kaynaklarä±nä±n geliĺźtirilmesi gibi konularda iĺźbirlikleri ele alä±ndä± somalä° etä°yopya somali ile etiyopya arasä±ndaki ihtilafä±n ă ă zăľmăľ iă in devreye tăľrkiye girerek arabuluculuk yapmä±ĺźtä± tăľrkiyeâ€™nin giriĺźimleriyle iki ăľlke heyetleri ankaraâ€™da birkaă kez bir araya gelirken son olarak geă tiäźimiz yä±l aralä±k ayä±nda somali ve etiyopya liderleri cumhurbaĺźkanä± erdoäźanâ€™ä±n ev sahipliäźinde beĺźtepeâ€™de buluĺźup gerginliäźe son veren anlaĺźma imzalamä±ĺźtä± dăľnkăľ gă răľĺźmede bu anlaĺźma kapsamä±nda atä±lan ve atä±lacak adä±mlarä±nda deäźerlendirildiäźi belirtildi gă răľĺźmede somaliâ€™nin askeri ihtiyaă larä± savunma kapasitesinin geliĺźtirilmesi ile savunma sanayi alanä±nda ă năľmăľzdeki găľnlerde atä±lacak adä±mlarä±n da găľndeme geldiäźi belirtildi,0.0852103669993388,553.0,0.1452273874500729,1070c3def4,4440.0,-1,-1,1,politics,0.0023716188,0.004460883,0.00061585725,0.9919131,0.0006385686,0.9919131,False,157,4,0.6330198277675112,4,2025-03-01
